StripChart:,Data,
Date:, Thu Mar 09 13:00:19 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 1237,
Time Interval,         1, to ,     74161,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
         781,     60.3616,      46.813,     22.2512,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.897,     261.565,     321.695,     361.001,
         841,     60.3616,      46.813,     22.2534,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.897,     261.565,     321.695,     361.001,
         901,     60.3616,      46.813,     22.2556,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.897,     261.565,     321.695,     361.001,
         961,     60.3616,      46.813,     22.2578,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.897,     261.565,     321.696,     361.001,
        1021,     60.3616,      46.813,     22.2601,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1081,     60.3616,      46.813,     22.2623,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1141,     60.3616,      46.813,     22.2645,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1201,     60.3616,      46.813,     22.2667,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1261,     60.3616,      46.813,     22.2688,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1321,     60.3616,      46.813,      22.271,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1381,     60.3616,      46.813,     22.2731,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.898,     261.566,     321.696,     361.002,
        1441,     60.3616,      46.813,     22.2753,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.899,     261.566,     321.696,     361.002,
        1501,     60.3616,      46.813,     22.2774,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.448,     164.899,     261.566,     321.696,     361.003,
        1561,     60.3616,      46.813,     22.2795,     10.6383,     20.4255,     16.9945,     44.2877,     38.7179,     178.449,     164.899,     261.566,     321.696,     361.003,
        1621,     60.3616,      46.813,     22.2022,     10.6004,     20.3526,     40.1132,     38.9132,      21.211,     178.449,     164.899,     261.566,     321.697,     361.003,
        1681,     60.3616,      46.813,     22.2106,     10.6033,     20.3582,      49.259,     36.7262,     14.1465,     178.449,       164.9,     261.566,     321.697,     361.003,
        1741,     60.3616,      46.813,     22.2206,      10.607,     20.3654,     54.2351,     35.5494,     10.2881,     178.449,     164.905,     261.567,     321.697,     361.003,
        1801,     60.3616,      46.813,     22.2262,     10.6086,     20.3684,     56.9416,     34.9165,     8.18172,     178.449,     164.917,     261.567,     321.697,     361.003,
        1861,     60.3615,      46.813,     22.2206,     10.6047,     20.3608,     58.4128,     34.5765,     7.03249,     178.449,      164.94,     261.568,     321.697,     361.003,
        1921,     60.3613,      46.813,     22.2066,     10.5966,     20.3452,     59.2121,     34.3939,     6.40589,     178.449,     164.986,     261.569,     321.698,     361.004,
        1981,      60.361,     46.8131,     22.1883,     10.5869,     20.3263,      59.646,     34.2959,     6.06452,     178.449,     165.068,     261.571,     321.699,     361.004,
        2041,     60.3606,     46.8131,     22.1696,     10.5781,     20.3094,     59.8814,     34.2434,     5.87871,     178.448,     165.188,     261.572,     321.701,     361.005,
        2101,     60.3601,     46.8132,      22.153,     10.5723,     20.2983,     60.0089,     34.2153,     5.77771,     178.446,     165.445,     261.571,     321.703,     361.007,
        2161,     60.3596,     46.8133,     22.1398,     10.5707,     20.2952,     60.0779,     34.2003,     5.72287,     178.442,     165.612,     261.566,     321.707,     361.009,
        2221,     60.3593,     46.8135,     22.1295,     10.5733,     20.3003,     60.1151,     34.1923,     5.69314,     178.434,     165.785,     261.561,     321.712,     361.013,
        2281,     60.3592,     46.8138,      22.121,     10.5796,     20.3125,     60.1351,     34.1881,     5.67703,     178.423,     165.949,     261.557,     321.722,     361.018,
        2341,     60.3594,     46.8143,     22.1124,     10.5885,     20.3297,     60.1459,      34.186,      5.6683,     178.408,     166.098,     261.558,     321.737,     361.027,
        2401,     60.3599,      46.815,     22.1018,     10.5989,     20.3496,     60.1517,     34.1849,     5.66355,      178.39,     166.228,     261.567,      321.76,     361.039,
        2461,     60.3608,      46.816,     22.0877,     10.6095,       20.37,     60.1548,     34.1843,     5.66096,     178.371,      166.34,     261.587,     321.794,     361.057,
        2521,      60.362,     46.8174,     22.0692,     10.6195,     20.3894,     60.1564,     34.1841,     5.65953,     178.353,     166.439,     261.619,      321.84,     361.081,
        2581,     60.3634,     46.8193,      22.033,      10.627,     20.4043,     60.1573,      34.184,     5.65874,     178.337,     166.541,     261.665,     321.902,     361.113,
        2641,      60.365,     46.8215,     22.0029,     10.6337,     20.4171,     60.1577,      34.184,     5.65829,     178.325,     166.652,     261.726,     321.982,     361.156,
        2701,     60.3663,     46.8243,     21.9693,     10.6393,     20.4277,      60.158,      34.184,     5.65803,     178.321,     166.793,     261.803,     322.081,      361.21,
        2761,     60.3677,     46.8275,       21.93,     10.6432,     20.4353,     60.1581,      34.184,     5.65788,     178.324,     166.942,     261.901,     322.205,     361.277,
        2821,     60.3693,     46.8313,     21.8855,     10.6456,     20.4402,     60.1582,      34.184,      5.6578,     178.338,     167.099,     262.017,     322.357,     361.359,
        2881,      60.371,     46.8354,      21.837,     10.6466,     20.4419,     60.1582,      34.184,     5.65776,     178.362,     167.262,     262.144,     322.535,     361.458,
        2941,      60.373,     46.8402,     21.7857,     10.6466,      20.442,     60.1582,      34.184,     5.65774,     178.398,     167.426,     262.277,     322.737,     361.575,
        3001,     60.3752,     46.8451,      21.733,     10.6461,     20.4411,     60.1582,      34.184,     5.65773,     178.445,     167.591,     262.414,     322.963,     361.711,
        3061,     60.3775,     46.8501,     21.6796,     10.6453,     20.4395,     60.1582,      34.184,     5.65773,     178.502,     167.756,     262.553,     323.212,     361.867,
        3121,       60.38,      46.855,     21.6261,     10.6444,     20.4378,     60.1583,      34.184,     5.65774,      178.57,     167.922,     262.695,     323.482,     362.044,
        3181,     60.3826,     46.8598,     21.5727,     10.6435,     20.4359,     60.1583,      34.184,     5.65775,     178.646,     168.089,     262.839,     323.771,     362.242,
        3241,     60.3853,     46.8644,     21.5194,     10.6424,     20.4339,     60.1583,      34.184,     5.65776,     178.732,     168.254,     262.985,     324.079,     362.461,
        3301,     60.3881,     46.8685,     21.4663,     10.6413,     20.4317,     60.1583,      34.184,     5.65777,     178.827,     168.419,     263.133,     324.195,     362.702,
        3361,      60.391,     46.8722,     21.4134,     10.6401,     20.4295,     60.1583,     34.1839,     5.65779,     178.929,     168.582,     263.282,     324.613,     362.964,
        3421,     60.3939,     46.8755,     21.3607,     10.6389,     20.4271,     60.1583,     34.1839,      5.6578,     179.039,     168.742,     263.433,     325.037,     363.248,
        3481,     60.3971,     46.8776,     21.3084,     10.6376,     20.4247,     60.1583,     34.1839,     5.65781,     179.157,     168.899,     263.586,     325.462,     363.555,
        3541,     60.4003,     46.8791,     21.2566,     10.6364,     20.4224,     60.1583,     34.1839,     5.65782,      179.28,     169.052,      263.74,     325.887,      363.89,
        3601,     60.4035,     46.8802,     21.2053,     10.6353,     20.4203,     60.1583,     34.1839,     5.65784,     179.419,     169.202,     263.894,     326.341,      364.25,
        3661,     60.4069,     46.8807,     21.1547,     10.6344,     20.4184,     60.1583,     34.1839,     5.65785,     179.555,     169.347,     264.049,     326.875,     364.633,
        3721,     60.4105,     46.8808,     21.1049,     10.6335,     20.4169,     60.1583,     34.1838,     5.65786,     179.696,     169.487,     264.205,     327.383,      365.04,
        3781,     60.4091,     46.8803,     21.0558,     10.6329,     20.4157,     60.1583,     34.1838,     5.65787,     179.843,     169.624,      264.36,     327.866,      365.47,
        3841,     60.4126,     46.8794,     21.0075,     10.6325,     20.4149,     60.1583,     34.1838,     5.65787,     179.994,     169.755,     264.516,     328.324,     365.925,
        3901,     60.4157,     46.8779,     20.9602,     10.6323,     20.4144,     60.1583,     34.1838,     5.65788,     180.148,     169.881,     264.672,     328.758,     366.405,
        3961,     60.4189,      46.876,     20.9137,     10.6322,     20.4143,     60.1583,     34.1838,     5.65788,     180.307,     170.002,     264.826,     329.169,     366.808,
        4021,     60.4221,     46.8737,      20.868,     10.6323,     20.4146,     60.1583,     34.1838,     5.65789,     180.468,     170.118,      264.98,     329.366,      367.42,
        4081,     60.4253,     46.8709,     20.8232,     10.6326,     20.4151,     60.1583,     34.1838,     5.65789,     180.633,     170.229,     265.128,     329.738,      368.03,
        4141,     60.4286,     46.8677,     20.7793,      10.633,     20.4159,     60.1583,     34.1838,     5.65789,       180.8,     170.336,     265.268,     330.092,     368.614,
        4201,     60.4318,     46.8641,     20.7362,     10.6335,     20.4169,     60.1583,     34.1838,     5.65788,      180.97,     170.437,     265.406,     330.427,     369.194,
        4261,     60.4351,     46.8601,      20.694,     10.6341,     20.4181,     60.1583,     34.1838,     5.65788,     181.141,     170.534,     265.544,     330.747,     369.784,
        4321,     60.4384,     46.8557,     20.6527,     10.6348,     20.4194,     60.1583,     34.1838,     5.65788,     181.315,     170.627,      265.68,     331.051,     370.338,
        4381,     60.4416,     46.8511,     20.6121,     10.6355,     20.4208,     60.1583,     34.1838,     5.65787,      181.49,     170.716,     265.814,      331.34,      370.86,
        4441,     60.4449,     46.8461,     20.5724,     10.6362,     20.4222,     60.1583,     34.1838,     5.65787,     181.666,       170.8,     265.946,     331.616,     371.527,
        4501,     60.4481,     46.8408,     20.5335,     10.6369,     20.4236,     60.1583,     34.1838,     5.65786,     181.844,     170.881,     266.076,     331.879,     372.005,
        4561,     60.4514,     46.8353,     20.4954,     10.6376,     20.4249,     60.1583,     34.1838,     5.65786,     182.022,     170.959,     266.203,      332.13,     372.455,
        4621,     60.4546,     46.8295,     20.4582,     10.6383,     20.4263,     60.1583,     34.1839,     5.65786,     182.202,     171.033,     266.337,      332.37,     372.878,
        4681,     60.4578,     46.8234,     20.4218,      10.639,     20.4275,     60.1583,     34.1839,     5.65785,     182.381,     171.104,     266.459,       332.6,     373.095,
        4741,      60.461,     46.8172,     20.3862,     10.6395,     20.4286,     60.1583,     34.1839,     5.65785,     182.561,     171.172,     266.578,      332.82,     373.487,
        4801,     60.4641,     46.8108,     20.3514,     10.6401,     20.4296,     60.1583,     34.1839,     5.65784,     182.741,     171.237,     266.694,     333.031,     373.861,
        4861,     60.4672,     46.8043,     20.3175,     10.6405,     20.4305,     60.1583,     34.1839,     5.65784,      182.92,     171.299,     266.806,     333.234,     374.214,
        4921,     60.4704,     46.7976,     20.2844,     10.6409,     20.4312,     60.1583,     34.1839,     5.65784,       183.1,     171.358,     266.915,     333.429,     374.558,
        4981,     60.4735,     46.7908,     20.2522,     10.6412,     20.4318,     60.1583,     34.1839,     5.65783,     183.279,     171.415,      267.02,     333.616,     374.889,
        5041,     60.4765,     46.7839,     20.2209,     10.6415,     20.4322,     60.1583,     34.1839,     5.65783,     183.457,     171.469,     267.122,     333.795,     375.209,
        5101,     60.4796,     46.7769,     20.1905,     10.6416,     20.4325,     60.1583,     34.1839,     5.65783,     183.634,     171.521,      267.22,     333.966,     375.518,
        5161,     60.4827,     46.7699,     20.1609,     10.6417,     20.4327,     60.1583,     34.1839,     5.65783,     183.811,      171.57,     267.314,      334.13,     375.819,
        5221,     60.4857,     46.7629,     20.1323,     10.6418,     20.4327,     60.1583,     34.1839,     5.65783,     183.986,     171.617,     267.404,     334.286,     376.111,
        5281,     60.4888,     46.7558,     20.1046,     10.6418,     20.4328,     60.1583,     34.1839,     5.65783,     184.159,     171.662,     267.491,     334.436,     376.395,
        5341,     60.4918,     46.7488,     20.0778,     10.6418,     20.4327,     60.1583,     34.1839,     5.65783,     184.331,     171.704,     267.574,     334.578,     376.671,
        5401,     60.4949,     46.7418,      20.052,     10.6417,     20.4325,     60.1583,     34.1839,     5.65783,     184.502,     171.744,     267.653,     334.714,     376.941,
        5461,     60.4979,     46.7349,     20.0272,     10.6415,     20.4322,     60.1583,     34.1839,     5.65783,     184.671,     171.782,     267.729,     334.844,     377.205,
        5521,     60.5009,      46.728,     20.0033,     10.6414,      20.432,     60.1583,     34.1839,     5.65783,     184.837,     171.817,       267.8,     334.967,     377.462,
        5581,     60.5566,     46.7212,     19.9804,     10.6412,     20.4316,     60.1583,     34.1839,     5.65783,     185.087,     171.851,     267.869,     335.085,     377.713,
        5641,      60.561,     46.7147,     19.9585,     10.6411,     20.4313,     60.1583,     34.1839,     5.65784,     185.131,     171.882,     267.933,     335.196,     377.963,
        5701,     60.5653,     46.7081,     19.9376,     10.6409,     20.4309,     60.1583,     34.1839,     5.65784,     185.173,     171.911,     267.994,     335.302,     378.208,
        5761,     60.5697,     46.7017,     19.9177,     10.6407,     20.4305,     60.1583,     34.1839,     5.65784,     185.215,     171.939,     268.051,     335.402,     378.447,
        5821,     60.5739,     46.6953,     19.8988,     10.6405,     20.4302,     60.1583,     34.1839,     5.65784,     185.256,     171.965,     268.105,     335.497,      378.68,
        5881,     60.5782,     46.6891,      19.881,     10.6403,     20.4298,     60.1583,     34.1839,     5.65784,     185.297,     171.988,     268.156,     335.587,     378.906,
        5941,     60.5823,     46.6831,     19.8641,     10.6402,     20.4295,     60.1583,     34.1839,     5.65785,     185.336,      172.01,     268.204,     335.671,     379.126,
        6001,     60.5865,     46.6772,     19.8483,       10.64,     20.4292,     60.1583,     34.1839,     5.65785,     185.375,     172.031,     268.248,     335.751,     379.339,
        6061,     60.5906,     46.6715,     19.8335,     10.6399,     20.4289,     60.1583,     34.1839,     5.65785,     185.412,     172.049,      268.29,     335.826,     379.546,
        6121,     60.5946,     46.6659,     19.8198,     10.6397,     20.4286,     60.1583,     34.1839,     5.65785,     185.449,     172.067,     268.329,     335.897,     379.746,
        6181,     60.5986,     46.6605,      19.807,     10.6396,     20.4284,     60.1583,     34.1839,     5.65785,     185.485,     172.082,     268.366,     335.963,     379.941,
        6241,     60.6026,     46.6553,     19.7953,     10.6395,     20.4282,     60.1583,     34.1839,     5.65785,     185.521,     172.097,     268.399,     336.025,     380.129,
        6301,      60.596,     46.6502,     19.7846,     10.6394,      20.428,     60.1583,     34.1839,     5.65785,     185.423,      172.11,     268.431,     336.084,      380.31,
        6361,     60.5998,     46.6454,     19.7749,     10.6394,     20.4279,     60.1583,     34.1839,     5.65786,     185.456,     172.122,     268.459,     336.138,     380.486,
        6421,     60.6035,     46.6406,     19.7662,     10.6393,     20.4277,     60.1583,     34.1839,     5.65786,     185.488,     172.132,     268.486,     336.189,     380.655,
        6481,     60.6072,     46.6361,     19.7585,     10.6393,     20.4276,     60.1583,     34.1838,     5.65786,     185.519,     172.142,      268.51,     336.236,     380.818,
        6541,     60.6108,     46.6317,     19.7517,     10.6392,     20.4276,     60.1583,     34.1838,     5.65786,      185.55,     172.151,     268.532,      336.28,     380.913,
        6601,     60.6144,     46.6275,      19.746,     10.6392,     20.4275,     60.1583,     34.1838,     5.65786,      185.58,     172.158,     268.553,     336.321,     381.083,
        6661,     60.6179,     46.6234,     19.7412,     10.6392,     20.4274,     60.1583,     34.1838,     5.65786,     185.609,     172.165,     268.571,     336.358,     381.244,
        6721,     60.6213,     46.6195,     19.7373,     10.6391,     20.4274,     60.1583,     34.1838,     5.65786,     185.637,     172.172,     268.587,     336.393,     381.397,
        6781,     60.6247,     46.6158,     19.7344,     10.6391,     20.4273,     60.1583,     34.1838,     5.65786,     185.665,     172.177,     268.602,     336.425,     381.541,
        6841,     60.6281,     46.6122,     19.7324,     10.6391,     20.4273,     60.1583,     34.1838,     5.65786,     185.691,     172.182,     268.615,     336.454,     381.678,
        6901,     60.6313,     46.6087,     19.7314,     10.6391,     20.4272,     60.1583,     34.1838,     5.65786,     185.718,     172.186,     268.627,     336.481,     381.807,
        6961,       60.57,     46.6054,     19.7312,      10.639,     20.4272,     60.1583,     34.1838,     5.65786,     185.743,      172.19,     268.637,     336.506,     381.929,
        7021,     60.5732,     46.6023,     19.7319,      10.639,     20.4271,     60.1583,     34.1838,     5.65786,     185.768,     172.193,     268.646,     336.528,     382.045,
        7081,     60.5762,     46.5993,     19.7335,      10.639,      20.427,     60.1583,     34.1838,     5.65786,     185.792,     172.196,     268.654,     336.548,     382.154,
        7141,     60.5793,     46.5964,     19.7359,      10.639,      20.427,     60.1583,     34.1838,     5.65786,     185.815,     172.198,      268.66,     336.566,     382.258,
        7201,     60.5822,     46.5936,     19.7392,     10.6389,     20.4269,     60.1583,     34.1838,     5.65786,     185.838,       172.2,     268.665,     336.582,     382.355,
        7261,     60.5852,      46.591,     19.7434,     10.6389,     20.4268,     60.1583,     34.1838,     5.65786,      185.86,     172.202,     268.669,     336.597,     382.446,
        7321,      60.588,     46.5885,     19.7483,     10.6388,     20.4267,     60.1583,     34.1838,     5.65786,     185.881,     172.203,     268.673,      336.61,      382.53,
        7381,     60.5908,     46.5861,      19.754,     10.6388,     20.4267,     60.1583,     34.1838,     5.65786,     185.902,     172.205,     268.675,     336.621,     382.608,
        7441,     60.5936,     46.5839,     19.7606,     10.6388,     20.4266,     60.1583,     34.1838,     5.65787,     185.922,     172.205,     268.676,     336.631,     382.682,
        7501,     60.5963,     46.5817,     19.7678,     10.6387,     20.4265,     60.1583,     34.1838,     5.65787,     185.942,     172.206,     268.677,     336.241,     382.752,
        7561,      60.599,     46.5797,     19.7759,     10.6387,     20.4264,     60.1583,     34.1838,     5.65787,     185.961,     172.207,     268.677,     336.252,     382.817,
        7621,     60.6016,     46.5778,     19.7847,     10.6386,     20.4263,     60.1583,     34.1838,     5.65787,      185.98,     172.207,     268.677,     336.262,     382.879,
        7681,     60.6041,     46.5759,     19.7942,     10.6386,     20.4262,     60.1583,     34.1838,     5.65787,     185.998,     172.207,     268.675,     336.271,     382.938,
        7741,     60.6067,     46.5742,     19.8044,     10.6385,     20.4261,     60.1583,     34.1838,     5.65787,     186.015,     172.207,     268.674,     336.278,     382.993,
        7801,     60.6091,     46.5725,     19.8152,     10.6385,      20.426,     60.1583,     34.1838,     5.65787,     186.032,     172.206,     268.671,     336.284,     383.045,
        7861,     60.6115,      46.571,     19.8268,     10.6384,     20.4259,     60.1583,     34.1838,     5.65787,     186.049,     172.206,     268.669,     336.289,     383.094,
        7921,     60.6139,     46.5695,      19.839,     10.6384,     20.4258,     60.1583,     34.1838,     5.65787,     186.065,     172.205,     268.666,     336.293,     383.139,
        7981,     60.6162,     46.5681,     19.8518,     10.6384,     20.4258,     60.1583,     34.1838,     5.65787,      186.08,     172.205,     268.662,     336.296,     383.182,
        8041,     60.6185,     46.5668,     19.8652,     10.6383,     20.4257,     60.1583,     34.1838,     5.65787,     186.095,     172.204,     268.658,     336.299,     383.221,
        8101,     60.6207,     46.5656,     19.8792,     10.6383,     20.4256,     60.1583,     34.1838,     5.65787,      186.11,     172.203,     268.654,     336.301,     383.258,
        8161,     60.6228,     46.5644,     19.8938,     10.6383,     20.4256,     60.1583,     34.1838,     5.65787,     186.124,     172.202,      268.65,     336.302,     383.293,
        8221,      60.625,     46.5633,      19.909,     10.6382,     20.4255,     60.1583,     34.1838,     5.65787,     186.138,     172.201,     268.645,     336.303,     383.325,
        8281,      60.627,     46.5623,     19.9246,     10.6382,     20.4255,     60.1583,     34.1838,     5.65787,     186.151,       172.2,      268.64,     336.303,     383.355,
        8341,     60.6291,     46.5613,     19.9408,     10.6382,     20.4254,     60.1583,     34.1838,     5.65787,     186.164,     172.198,     268.635,     336.303,     383.451,
        8401,     60.6311,     46.5604,     19.9575,     10.6382,     20.4254,     60.1583,     34.1838,     5.65787,     186.176,     172.197,     268.629,     336.302,     383.479,
        8461,      60.633,     46.5596,     19.9747,     10.6382,     20.4254,     60.1583,     34.1838,     5.65787,     186.189,     172.196,     268.624,     336.301,     383.505,
        8521,     60.6349,     46.5588,     19.9923,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,       186.2,     172.194,     268.618,       336.3,     383.528,
        8581,     60.6368,      46.558,     20.0103,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.212,     172.193,     268.612,     336.298,     383.551,
        8641,     60.6386,     46.5573,     20.0288,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.223,     172.192,     268.607,     336.297,     383.572,
        8701,     60.6404,     46.5567,     20.0476,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.234,      172.19,     268.601,     336.295,     383.591,
        8761,     60.6422,     46.5561,     20.0668,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.244,     172.189,     268.594,     336.293,     383.609,
        8821,     60.6439,     46.5555,     20.0864,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.254,     172.187,     268.588,      336.29,     383.626,
        8881,     60.6455,      46.555,     20.1063,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.264,     172.186,     268.582,     336.288,     383.641,
        8941,     60.6472,     46.5545,     20.1265,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.273,     172.184,     268.576,     336.286,     383.655,
        9001,     60.6488,      46.554,      20.147,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.283,     172.183,      268.57,     336.283,     383.669,
        9061,     60.6503,     46.5536,     20.1678,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.292,     172.181,     268.563,      336.28,     383.681,
        9121,     60.6518,     46.5532,     20.1888,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,       186.3,      172.18,     268.557,     336.278,     383.692,
        9181,     60.6533,     46.5528,     20.2101,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.309,     172.178,     268.551,     336.275,     383.703,
        9241,     60.6548,     46.5524,     20.2315,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.317,     172.177,     268.545,     336.272,     383.713,
        9301,     60.6562,     46.5521,     20.2532,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.325,     172.175,     268.539,     336.269,     383.722,
        9361,     60.6576,     46.5518,      20.275,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.332,     172.174,     268.532,     336.266,      383.73,
        9421,     60.6589,     46.5515,      20.297,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,      186.34,     172.173,     268.526,     336.263,     383.738,
        9481,     60.6602,     46.5512,     20.3191,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.347,     172.171,      268.52,      336.26,     383.745,
        9541,     60.6615,      46.551,     20.3413,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.354,      172.17,     268.514,     336.257,     383.751,
        9601,     60.6628,     46.5508,     20.3637,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.361,     172.169,     268.508,     336.254,     383.757,
        9661,      60.664,     46.5506,     20.3861,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.368,     172.168,     268.502,     336.251,     383.762,
        9721,     60.6652,     46.5504,     20.4085,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.374,     172.167,     268.496,     336.247,     383.767,
        9781,     60.6663,     46.5502,      20.431,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,      186.38,     172.165,     268.491,     336.244,     383.771,
        9841,     60.6675,       46.55,     20.4536,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.386,     172.164,     268.485,     336.241,     383.775,
        9901,     60.6686,     46.5499,     20.4761,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.392,     172.163,     268.479,     336.238,     383.779,
        9961,     60.6697,     46.5497,     20.4986,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.398,     172.162,     268.474,     336.234,     383.782,
       10021,     60.6707,     46.5496,     20.5211,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.403,     172.161,     268.468,     336.231,     383.784,
       10081,     60.6718,     46.5495,     20.5435,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.409,      172.16,     268.463,     336.228,     383.787,
       10141,     60.6728,     46.5494,     20.5659,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.414,     172.159,     268.457,     336.225,     383.789,
       10201,     60.6737,     46.5493,     20.5882,     10.6381,     20.4253,     60.1583,     34.1838,     5.65787,     186.419,     172.158,     268.452,     336.221,      383.79,
       10261,     60.6747,     46.5492,     20.6104,     10.6381,     20.4252,     60.1583,     34.1838,     5.65787,     186.424,     172.158,     268.447,     336.218,     383.792,
       10321,     60.6756,     46.5491,     20.6325,     10.6381,     20.4252,     60.1583,     34.1838,     5.65787,     186.429,     172.157,     268.442,     336.215,     383.793,
